ticker,date,period,period_label,fiscal_year,currency,cf_net_inc,cf_non_cash_items_detailed,cf_def_inc_tax,cf_other_non_cash_adj_less_detailed,cf_chng_non_cash_work_cap,cf_acct_rcv_unbilled_rev,cf_change_in_inventories,cf_inc_dec_in_ot_op_ast_liab_detail,cf_cash_from_oper,cf_acquis_fxd_and_intang_detailed,cf_purchase_of_fixed_prod_assets,cf_acquisition_of_intang_assets,cf_net_chg_in_lt_invest_detailed,cf_decr_invest,cf_incr_invest,cf_nt_csh_rcvd_pd_for_acquis_div,cf_cash_for_divestitures,cf_cash_for_acquis_subsidiaries,cf_other_investing_act_detailed,cf_cash_from_inv_act,cf_dvd_paid,cf_nt_csh_proc_pymt_debt,cf_proc_debt_and_capital_lease,cf_pymt_debt_and_capital_lease,cf_proc_fr_repurch_eqty_detailed,cf_incr_cap_stock,cf_decr_cap_stock,cf_other_financing_act_excl_fx,cf_cash_from_fin_act,cf_effect_foreign_exchanges,cf_net_chng_cash,cf_cap_expenditures,ebitda,ebitda_margin,cf_net_cash_paid_for_aquis,cf_free_cash_flow,cf_free_cash_flow_firm,free_cash_flow_equity,cash_flow_to_net_inc,free_cash_flow_per_sh,pr_to_free_cash_flow,cf_disp_fxd_and_intangibles_detailed,cf_disposal_of_fixed_prod_assets,company,cf_depr_amort,cf_asset_impairment_charge,cf_change_in_accounts_payable,cf_change_in_prepaid_assets
SSUMY,2025-03-31,annual,2025,2025,USD,4019175600.0,866791200.0,571566600.0,295224600.0,-844912200.0,-592924200.0,-1016492400.0,751278000.0,4041054600.0,-678473400.0,-678473400.0,,-452463000.0,1464540000.0,-1917003000.0,-1777894800.0,15331800.0,-1793226600.0,-187677600.0,-3045147600.0,-1023125400.0,339200400.0,3781278600.0,-3442078200.0,,,,-948796200.0,-1632721200.0,-4936800.0,-636814200.0,-678473400.0,2673151800.0,5.554283247422822,1777894800.0,3362581200.0,3928586094.887768,3753142800.0,1.0897413763951453,420.4371987033988,5.818251873490336,51361200.0,51361200.0,Sumitomo,,,,13226400.0
SSUMY,2024-03-31,annual,2024,2024,USD,2769754000.0,2371278000.0,659945000.0,1711333000.0,-1183507000.0,-497601000.0,-26221000.0,-540637500.0,3957525000.0,-606970000.0,-606970000.0,,-421239000.0,1127191000.0,-1548430000.0,-381966000.0,23263500.0,-405229500.0,-75692500.0,-1424865000.0,-957619000.0,-270023000.0,2196740000.0,-2466763000.0,,,,-1472965000.0,-2700607000.0,213986500.0,-167947000.0,-606970000.0,2696811000.0,6.0039923001918005,381966000.0,3350555000.0,3814212132.4562297,3141534500.0,1.5758945210585167,421.43306865033253,6.359269842390784,61002500.0,61002500.0,Sumitomo,,,,-119047500.0
SSUMY,2023-03-31,annual,2023,2023,USD,4254653700.0000005,-297617800.0,879512500.0,-1177130300.0,-2304148800.0,-70368100.0,-1876927600.0,-281600200.0,1652887100.0,-499094500.0,-499094500.0,,-201973700.0,829074100.0,-1031047800.0,127551500.0,223863000.0,-96311500.0,-183804800.0,-649827500.0,-1087286900.0,-241435500.0,2706172100.0,-2947607600.0,,,,-449536500.0,-1778258900.0,191408900.0,-775199300.0,-499094500.0,3003406500.0,6.2045019325678155,-127551500.0,1153792600.0,1505586625.5955427,1019851100.0,0.41179446450145313,130.16913050884898,9.681427674963526,107494000.0,107494000.0,Sumitomo,,,,-75252900.0
SSUMY,2022-03-31,annual,2022,2022,USD,3682709200.0,-1254767600.0,801435200.0,-2056202800.0,-953040000.0,-1526019200.0,-1125225600.0,1914622400.0,1474901600.0,-529841600.0,-529841600.0,,63338400.0,777328000.0,-713989600.0,470782000.0,484401200.0,-13619200.0,328137600.0,372696400.0,-759886000.0,-115565600.0,2695788400.0,-2811354000.0,,,,-187970800.0,-1063422400.0,309076800.0,784175600.0,-529841600.0,2247031200.0,5.380549461648421,-470782000.0,945060000.0,1133521255.6287172,869774400.0,0.41852169749878154,99.48128474110366,9.99663924942484,40280000.0,40280000.0,Sumitomo,,,,-216417600.0
SSUMY,2021-03-31,annual,2021,2021,USD,-1223804400.0,2372934200.0,366447900.0,2006486300.0,3101452900.0,-94485300.0,1978421900.0,1259430900.0,4250582700.0,-603712200.0,-603712200.0,,-224715400.0,897050700.0,-1121766100.0,-142524200.0,,-142524200.0,-204231300.0,-1092973700.0,-795895100.0,-951041000.0,2534222600.0,-3485263600.0,,,,-2497012700.0,-4243948800.0,74174100.0,-1086339800.0,-603712200.0,459786600.0,1.087736452863139,142524200.0,3646870500.0,,2778038900.0,-3.051585253516434,320.6409437365118,3.7519388371967843,82209400.0,82209400.0,Sumitomo,,,,-41914600.0
SSUMY,2020-03-31,annual,2020,2020,USD,1781459800.0,1069522600.0,586607000.0,482915600.0,219226800.0,1196967800.0,4747000.0,-914544800.0,3070209200.0,-723189000.0,-723189000.0,,-337817200.0,939144600.0,-1276961800.0,-542746600.0,145690600.0,-688437200.0,-341003800.0,-1912119800.0,-974545000.0,-883966600.0,4264319400.0,-5148286000.0,,,,1315736800.0,-542774800.0,-149864200.0,615314600.0,-723189000.0,1844590200.0,3.7026393756460134,542746600.0,2347020200.0,2673658642.1439967,1495690400.0,1.9060452033450241,199.9253453395399,3.7565250002501767,32636800.0,32636800.0,Sumitomo,,,,-67943200.0
SSUMY,2019-03-31,annual,2019,2019,USD,3107640400.0,-626851200.0,609316000.0,-1236167200.0,-7065600.0,-557832800.0,-423549600.0,1000362000.0,2473723600.0,-1012257600.0,-1012257600.0,,-95063600.0,1474143600.0,-1569207200.0,419336000.0,530039600.0,-110703600.0,39026400.0,-472116400.0,-815607600.0,-1435558800.0,2749337200.0,-4184896000.0,,,,105763200.0,-2145403200.0,44353200.0,-143796000.0,-1012257600.0,2535888000.0,5.162534429070216,-419336000.0,1461466000.0,1773255364.3435795,202749600.0,0.838888316907055,127.22423051627102,5.062547120678639,176842400.0,176842400.0,Sumitomo,,,,-26045200.0
SSUMY,2018-03-31,annual,2018,2018,USD,3038581000.0,664081600.0,713303500.0,-49221900.0,-1015760200.0,-641258800.0,-1146672800.0,826216300.0,2686902400.0,-889634200.0,-889634200.0,,-787896200.0,511447300.0,-1299343500.0,-160387500.0,27627600.0,-188015100.0,375593400.0,-1417470600.0,-602056000.0,-1296995700.0,3115330400.0,-4412326100.0,,,,-190399300.0,-2089451000.0,-133660800.0,-820019200.0,-889634200.0,2046198700.0,4.658006104004228,160387500.0,1797268200.0,2042664412.8015137,545126400.0,0.957030477666026,158.20433822662005,5.713422251479301,44853900.0,44853900.0,Sumitomo,,,,-54044900.0
SSUMY,2017-03-31,annual,2017,2017,USD,1666124500.0,386909700.0,230474400.0,156435300.0,1024479000.0,188404100.0,-78907400.0,934749200.0,3077513200.0,-649735600.0,-649735600.0,,-7974400.0,833022200.0,-840996600.0,-990018200.0,,-990018200.0,-118441200.0,-1607989700.0,-555422300.0,-1681210000.0,3192812700.0,-4874022700.0,,,,-27954900.0,-2264587200.0,-26326200.0,-795063700.0,-649735600.0,1325557100.0,3.726293941366644,990018200.0,2427777600.0,2644646415.1674557,904747300.0,2.0234655244047306,218.54395481074008,4.499826347184215,158179700.0,158179700.0,Sumitomo,,,,-19766900.0
SSUMY,2016-03-31,annual,2016,2016,USD,814816400.0,2081840400.0,474250800.0,1607589600.0,2620656800.0,1608988000.0,1363348000.0,-402757600.0,5517313600.0,-1108066400.0,-1108066400.0,,-277269600.0,931076800.0,-1208346400.0,536884400.0,536884400.0,,-20552800.0,-786121600.0,-574052400.0,-2151972000.0,3031032000.0,-5183004000.0,,,,-1939820000.0,-4665844400.0,-314851600.0,65347600.0,-1108066400.0,1208263600.0,3.2744773621674237,-536884400.0,4409247200.0,4597377929.940907,2340158000.0,8.044804550210609,384.02907418987365,1.8647368296989846,82882800.0,82882800.0,Sumitomo,,,,51078400.0
SSUMY,2015-03-31,annual,2015,2015,USD,-587781100.0,2909307700.0,433724800.0,2475582900.0,-298858100.0,783511700.0,-403853100.0,-558141800.0,2022668500.0,-2058109500.0,-2058109500.0,,-801107700.0,1411506300.0,-2212614000.0,151616100.0,207973100.0,-56357000.0,-729885400.0,-3316563800.0,-507420500.0,36237800.0,5428722900.0,-5392485100.0,,,,-149458100.0,-620640800.0,127405000.0,-1914536100.0,-2058109500.0,1641333300.0,5.256209339339691,-151616100.0,-35441000.0,,121719500.0,-3.33053163864972,-3.422305565149655,3.014234101813809,120922700.0,120922700.0,Sumitomo,,,,-120374900.0
SSUMY,2014-03-31,annual,2014,2014,USD,2198265200.0,888732400.0,661647200.0,227085200.0,-471569800.0,-312051800.0,153304600.0,-251703800.0,2615427800.0,-1849356000.0,-1849356000.0,,215128400.0,1384864400.0,-1169736000.0,-439967000.0,68103000.0,-508070000.0,-388972000.0,-2348608800.0,-517206800.0,1822443800.0,6125829600.0,-4303385800.0,,,,66298200.0,1371535200.0,116428400.0,1638354200.0,-1849356000.0,1767792200.0,5.668977508330304,439967000.0,766071800.0,992338942.3887249,2703073400.0,1.2473415701323387,65.24787218055768,3.103329558696505,114557800.0,114557800.0,Sumitomo,,,,-61118800.0
SSUMY,2013-03-31,annual,2013,2013,USD,2510058500.0,170083900.0,775857800.0,-605773900.0,206999100.0,1592122500.0,-65528600.0,-1113337300.0,2887141500.0,-1890832800.0,-1890832800.0,,-395890800.0,826647100.0,-1222537900.0,73418400.0,850543100.0,-777124700.0,148865900.0,-1917890900.0,-656728000.0,274845200.0,6275676700.0,-6000831500.0,,,,127812700.0,-254070100.0,341578900.0,715180500.0,-1890832800.0,1749176900.0,5.63027124086904,-73418400.0,996308700.0,1225204671.995574,1417702300.0,1.2058670429466856,77.3664554851996,2.8214034889675954,146548400.0,146548400.0,Sumitomo,,,,-206257500.0
SSUMY,2012-03-31,annual,2012,2012,USD,3295900000.0,628162500.0,971437500.0,-343275000.0,-1543850000.0,-1019175000.0,-407962500.0,-72675000.0,2380212500.0,-1091750000.0,-1091750000.0,,-702112500.0,843250000.0,-1545362500.0,1023087500.0,1023087500.0,,85125000.0,-446200000.0,-687537500.0,-597100000.0,7316150000.0,-7913250000.0,,,,868725000.0,-415912500.0,-48075000.0,1518100000.0,-1091750000.0,2905262500.0,7.127303169738071,-1023087500.0,1288462500.0,1568016438.4920926,930812500.0,0.7596352161615517,82.45566536892301,4.599118300468893,239450000.0,239450000.0,Sumitomo,,,,-44037500.0
SSUMY,2011-03-31,annual,2011,2011,USD,2622400000.0,1773575000.0,883387500.0,890187500.0,-1652200000.0,-582725000.0,-901762500.0,-33375000.0,2743775000.0,-930162500.0,-930162500.0,,-3335075000.0,613100000.0,-3948175000.0,-137375000.0,47150000.0,-184525000.0,-1544437500.0,-5867225000.0,-484400000.0,2485437500.0,10618900000.0,-8133462500.0,375000.0,375000.0,,-52925000.0,1948487500.0,-199725000.0,-1174962500.0,-930162500.0,2541300000.0,6.557802195675419,137375000.0,1813612500.0,2112904747.4622324,4378875000.0,1.0962931146427466,116.06558493270589,4.114022145844153,79825000.0,79825000.0,Sumitomo,,,,-134337500.0
